task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	bd/d85f34	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.699	2025-09-03 03:29:49.743	1.1s	3ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/bd/d85f34febe0fd6d6d811541665ef0a	0.0%	100.0%	0
2	a6/8822e1	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.709	2025-09-03 03:29:55.499	6.8s	5.9s	87.6 MB	93.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a6/8822e1847cd72d37f0609f732e5706	0.0%	74.1%	125.8 MB
8	54/14a855	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:55.900	2025-09-03 03:29:57.700	1.9s	1.3s	0	37.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/54/14a85536f6b2daeed6a39bdd5f29f7	0.3%	1524.2%	25.8 GB
9	3a/a173d3	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:57.800	2025-09-03 03:30:00.777	3s	2.5s	536 KB	93.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/3a/a173d3aa3cb46fe6b2be87f9bca7bb	0.0%	100.4%	124.8 MB
10	cc/2759bd	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:30:01.078	2025-09-03 03:30:03.049	2s	1.5s	0	65.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/cc/2759bdcd127c023534af091a936f30	0.0%	100.0%	128.1 MB
3	84/31b72d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.707	2025-09-03 03:30:11.381	22.7s	22.1s	383.3 MB	393.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/84/31b72d456bfcdafca6ef6ae45b86e0	0.0%	82.4%	125.8 MB
6	c1/4c46b2	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.708	2025-09-03 03:30:11.874	23.2s	22s	391.8 MB	395.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/c1/4c46b2f066fee36a5a06001ec83bca	0.0%	84.4%	126 MB
5	91/136bca	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.706	2025-09-03 03:30:12.030	23.4s	22.1s	387.6 MB	398.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/91/136bca082a4ea1c3e2c37d09a95db9	0.0%	83.5%	126 MB
4	a6/a8737b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.710	2025-09-03 03:30:12.149	23.5s	22.3s	385 MB	393.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a6/a8737bb09a446014a76403d1c385e2	0.0%	82.1%	126 MB
7	4e/3346ff	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:29:48.702	2025-09-03 03:30:12.234	23.6s	22.3s	391.2 MB	396.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/4e/3346ff7e70d3223eaa1cb73d63e19a	0.0%	82.5%	125.9 MB
