output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode69_59	3	2411	2580	0.9344961240310078	4991	4623	92.62672811059907
