task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	c1/f9a63e	2658659	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-09 15:32:27.103	1.3s	3ms	94.1%	0	0	57.3 KB	236 B
5	d3/a03975	2658675	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-09 15:32:27.112	17.8s	15.4s	98.2%	24.3 MB	126.6 MB	420.4 MB	353.7 MB
4	22/dc1c09	2658763	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-09 15:32:27.142	18s	16.9s	99.5%	24.4 MB	126.6 MB	469.5 MB	395.7 MB
6	6d/e3118e	2658691	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-09 15:32:27.117	33.9s	17.4s	98.7%	24.8 MB	126.6 MB	470.4 MB	398.2 MB
1	b3/7541bc	2658743	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-09 15:32:27.134	33.9s	17s	99.6%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
3	54/055727	2658728	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-09 15:32:27.127	33.9s	17s	99.6%	24.4 MB	126.6 MB	470.3 MB	395.9 MB
7	d7/69239d	2662891	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-09 15:32:45.964	34.8s	18.8s	398.7%	925.6 MB	26.6 GB	867.9 MB	514.1 MB
8	b9/59c5e0	2662919	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-09 15:32:46.922	34s	19s	438.2%	934.7 MB	26.8 GB	970.8 MB	575 MB
9	b7/80df75	2663401	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-09 15:33:02.083	29.9s	9.7s	874.8%	854.9 MB	26.7 GB	976.6 MB	578.3 MB
10	1f/e3cf97	2663652	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-09 15:33:03.762	28.5s	10s	835.3%	960 MB	26.8 GB	971.7 MB	575.4 MB
11	00/2afd34	2663857	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-09 15:33:06.174	26.3s	10.4s	804.2%	982.1 MB	26.7 GB	971.7 MB	575.7 MB
12	e3/b71869	2665333	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-09 15:33:20.817	13.8s	12.4s	98.7%	23.7 MB	126.1 MB	142.3 MB	354.4 MB
13	bf/c751e7	2665384	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-09 15:33:20.975	14.6s	13.6s	98.3%	23.7 MB	126.1 MB	159.5 MB	396.2 MB
17	df/51b4d9	2670344	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-09 15:33:35.186	7.2s	5.6s	99.7%	31.2 MB	133.2 MB	287 MB	247.1 MB
15	5a/0baf10	2669269	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-09 15:33:32.284	19.8s	10.5s	99.6%	23.7 MB	126.1 MB	159.4 MB	396.3 MB
18	bf/c0e5b7	2670699	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-09 15:33:36.136	15.9s	6.2s	99.8%	32.8 MB	134.6 MB	324.9 MB	278.1 MB
16	49/9c99f0	2669481	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-09 15:33:32.501	19.6s	10.4s	99.6%	23.5 MB	126.1 MB	160.2 MB	396.5 MB
14	90/73a7d9	2669205	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-09 15:33:31.966	20.2s	10.9s	99.8%	23.7 MB	126.1 MB	160 MB	398.8 MB
21	81/437762	2672915	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-09 15:33:53.728	58.6s	6.2s	100.0%	31.4 MB	133.3 MB	328.2 MB	280.7 MB
