output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode70_28	3	2688	2746	0.9788783685360525	5434	5078	93.44865660655134
