output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode72_7	3	2722	2816	0.9666193181818182	5538	5189	93.69808595160708
