sample	target	n_cluster	task_index
barcode70	lpa5104	1479	119
barcode67	lpa5104	1393	120
barcode69	lpa5104	1132	121
barcode71	lpa5104	1361	122
barcode72	lpa5104	1421	123
barcode68	lpa5104	1716	124
barcode65	lpa5104	1750	125
barcode66	lpa5104	1360	126
