sample	target	n_cluster	task_index
barcode69	lpa5104	1890	177
barcode67	lpa5104	1737	179
barcode66	lpa5104	1790	180
barcode71	lpa5104	1655	181
barcode65	lpa5104	2346	182
barcode72	lpa5104	2254	183
barcode70	lpa5104	2145	184
barcode68	lpa5104	2193	185
