sample	target	n_cluster	task_index
barcode65	lpa5104	2	9
barcode66	lpa5104	3	10
barcode70	lpa5104	3	11
barcode71	lpa5104	3	12
barcode67	lpa5104	2	13
barcode72	lpa5104	1	14
barcode69	lpa5104	2	15
barcode68	lpa5104	9	16
