task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	27/85ded2	3722175	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-13 16:12:15.495	799ms	3ms	188.2%	0	0	57.6 KB	244 B
5	45/e0e247	3722247	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-13 16:12:15.519	17.2s	15.4s	98.8%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
2	cb/333795	3722191	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-13 16:12:15.504	18s	17s	100.1%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
3	11/70cbfb	3722205	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-13 16:12:15.509	18s	16.8s	100.1%	24.8 MB	126.6 MB	470.3 MB	395.9 MB
4	a5/82f561	3722226	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-13 16:12:15.514	18.2s	16.9s	100.2%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
6	48/c12c15	3722277	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-13 16:12:15.525	18.4s	17s	100.2%	24.7 MB	126.6 MB	470.4 MB	398.2 MB
7	2b/f4de03	3726459	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-13 16:12:33.791	8.4s	7.3s	1011.8%	897.6 MB	26.8 GB	867.9 MB	514.1 MB
8	00/feb6d2	3726731	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-13 16:12:34.886	13s	11s	750.7%	989.1 MB	26.8 GB	971.7 MB	575.4 MB
9	b8/661bd8	3726967	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-13 16:12:36.566	11.6s	10.5s	795.4%	950.1 MB	26.7 GB	971.7 MB	575.7 MB
10	c6/d2b1ec	3727429	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-13 16:12:37.922	11.8s	10.1s	832.4%	822.2 MB	26.7 GB	970.8 MB	575 MB
