output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode66_35	3	2253	2490	0.9048192771084337	4743	4389	92.53636938646426
