task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	58/924ad1	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.682	2025-08-24 10:00:00.609	2s	10ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/58/924ad1b7cacd647f38ab8ea9bd684e	0.0%	64.0%	0
16	47/a06d5d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.789	2025-08-24 10:01:08.777	1m 10s	1m 9s	98.2 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/47/a06d5d1973f15b8f8eced718ef4bfc	0.0%	7.5%	125.9 MB
26	19/8d5cf9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:59.084	2025-08-24 10:01:11.974	1m 13s	1m 10s	125.4 MB	106 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/19/8d5cf95a0a0006149f5deb108a65b2	0.0%	9.3%	125.9 MB
19	6e/60391c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.786	2025-08-24 10:01:56.581	1m 58s	1m 56s	203.4 MB	172 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/6e/60391c5b697eee55aca039c64159d4	0.0%	8.8%	126 MB
24	74/58345f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:59.083	2025-08-24 10:03:35.179	3m 36s	3m 33s	252 MB	208.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/74/58345f05a3fbd4c2b0e229b4e53305	0.0%	6.0%	125.9 MB
12	f0/c9efb5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.684	2025-08-24 10:03:54.080	3m 55s	3m 55s	487.8 MB	402.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f0/c9efb52b349befff23065a11ecb502	0.0%	10.0%	125.9 MB
21	eb/52c1cd	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.688	2025-08-24 10:04:03.179	4m 5s	4m 3s	468.2 MB	396.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/eb/52c1cdb99343c0d8aeb8f8ff216789	0.0%	9.5%	125.9 MB
9	df/a5bf45	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.787	2025-08-24 10:04:12.807	4m 14s	4m 12s	471.5 MB	400.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/df/a5bf450bea958a4cd53303113a3e13	0.0%	9.1%	125.9 MB
8	c2/e2596a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.882	2025-08-24 10:04:14.003	4m 15s	4m 12s	470.8 MB	400.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/c2/e2596ab1819e81047d8cce2d49e2ef	0.0%	9.0%	126 MB
11	90/fbd713	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.793	2025-08-24 10:04:15.233	4m 16s	4m 13s	471.4 MB	401.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/90/fbd71346b8984aaa4ea9515d1ca528	0.0%	9.3%	125.9 MB
27	2b/3504cb	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:59.126	2025-08-24 10:04:17.054	4m 18s	4m 15s	465.7 MB	395.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/2b/3504cbcc1024022f1e7f7aa6796d5b	0.0%	8.9%	125.9 MB
5	e6/ff94f6	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.790	2025-08-24 10:04:21.375	4m 23s	4m 21s	467.5 MB	397.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/e6/ff94f61e91c359b12a195b23ebd1c5	0.0%	8.8%	126 MB
7	89/734b42	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.692	2025-08-24 10:04:21.588	4m 23s	4m 21s	466.4 MB	395.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/89/734b422e5b6b93b4c748e689d8c624	0.0%	8.7%	125.9 MB
6	58/02bf41	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.690	2025-08-24 10:04:23.330	4m 25s	4m 24s	467 MB	396.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/58/02bf41f5db835a042e575036f002c4	0.0%	8.7%	125.9 MB
31	77/a05710	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:59.187	2025-08-24 10:04:23.934	4m 25s	4m 22s	466.3 MB	395.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/77/a05710f7b8d07b43592b73342446a8	0.0%	8.8%	126 MB
10	12/20dee5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 09:59:58.886	2025-08-24 10:04:27.524	4m 29s	4m 26s	450.4 MB	383.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/12/20dee5b632c6c95494d4c703f28b54	0.0%	8.5%	126 MB
34	86/7b2960	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-24 10:01:12.074	2025-08-24 10:04:29.265	3m 17s	3m 17s	221.7 MB	186.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/86/7b2960134cd423b1e70f7a282bda12	0.0%	5.4%	125.8 MB
