sample	target	n_cluster	task_index
barcode72	lpa5104	2436	200
barcode70	lpa5104	2246	201
barcode69	lpa5104	2167	202
barcode67	lpa5104	1801	203
barcode65	lpa5104	2501	204
barcode68	lpa5104	2307	205
barcode66	lpa5104	1879	206
barcode71	lpa5104	1725	207
