sample	target	metric	count	percent
barcode67	lpa5104	reads_found	62288	100.00
barcode67	lpa5104	reads_unmapped	0	0.00
barcode67	lpa5104	reads_secondary	0	0.00
barcode67	lpa5104	reads_supplementary	3525	5.66
barcode67	lpa5104	reads_on_target	58763	94.34
barcode67	lpa5104	reads_concatamer	3344	5.37
barcode67	lpa5104	reads_short	6463	10.38
barcode67	lpa5104	reads_long	7	0.01
barcode67	lpa5104	reads_filtered	48949	78.58
