sample	target	metric	count	percent
barcode71	lpa5104	detected_forward_strands	22707	48.78
barcode71	lpa5104	detected_reverse_strands	23840	51.22
barcode71	lpa5104	total_reads	46547	100.00
barcode71	lpa5104	included_reads	43629	93.73
