output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode72_40	3	2606	2827	0.9218252564556066	5433	5074	93.39223265230996
