sample	target	n_cluster	task_index
barcode66	lpa5104	1046	100
barcode70	lpa5104	1208	101
barcode65	lpa5104	1357	102
barcode68	lpa5104	1450	103
barcode69	lpa5104	818	104
barcode67	lpa5104	1222	105
barcode71	lpa5104	1221	106
barcode72	lpa5104	1072	107
