output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode70_37	3	2670	2806	0.9515324305060584	5476	5137	93.80934989043097
