task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	34/28c4fb	1432326	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-14 12:20:19.739	1.2s	3ms	106.7%	0	0	57.6 KB	244 B
5	08/a39cbe	1432456	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-14 12:20:19.781	17.8s	15.5s	98.2%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
2	f0/eeed59	1432365	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-14 12:20:19.756	18.1s	17.1s	99.8%	24.8 MB	126.6 MB	469.9 MB	396.2 MB
3	58/cd403c	1432428	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-14 12:20:19.772	18.5s	16.9s	100.1%	24.6 MB	126.6 MB	470.3 MB	395.9 MB
4	1f/9b4a54	1432344	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-14 12:20:19.750	18.6s	16.9s	100.0%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
6	88/66f175	1432402	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-14 12:20:19.763	18.7s	17.1s	99.9%	24.5 MB	126.6 MB	470.4 MB	398.2 MB
7	2d/471969	1436621	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-14 12:20:38.652	8.4s	7.3s	1014.6%	883.8 MB	26.7 GB	867.9 MB	514.1 MB
8	df/d66579	1436881	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-14 12:20:39.750	12.6s	10.3s	810.0%	999.1 MB	26.9 GB	971.7 MB	575.4 MB
9	5b/3a3c9e	1437135	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-14 12:20:41.446	11.8s	10.4s	808.4%	905.6 MB	26.8 GB	971.7 MB	575.7 MB
10	36/0f43fc	1437583	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-14 12:20:42.874	11.6s	9.6s	878.2%	918.1 MB	26.7 GB	970.8 MB	575 MB
11	2c/0d41e5	1438124	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-14 12:20:44.626	10.4s	8.5s	994.5%	822.9 MB	26.7 GB	976.6 MB	578.3 MB
12	96/73b2bb	1438944	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-14 12:20:47.174	13.7s	11s	98.4%	23.7 MB	126.1 MB	142.3 MB	354.4 MB
13	5d/7c8b9b	1440520	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-14 12:20:52.336	11.9s	10.8s	100.0%	23.9 MB	126.1 MB	159.4 MB	396.3 MB
14	6a/e2f35e	1441004	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-14 12:20:53.216	11.7s	10.7s	99.9%	23.8 MB	126.1 MB	160.2 MB	396.5 MB
15	ef/55aa98	1441593	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-14 12:20:54.463	11.4s	10.5s	100.1%	23.8 MB	126.1 MB	159.5 MB	396.2 MB
16	df/d361cb	1442002	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-14 12:20:55.085	11.6s	10.6s	100.1%	23.9 MB	126.1 MB	160 MB	398.8 MB
17	7c/1dcc7a	1443693	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-14 12:21:01.428	6.5s	5.5s	100.1%	31.5 MB	133.2 MB	287 MB	247.1 MB
18	05/2315b5	1444696	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-14 12:21:04.831	7.3s	6.1s	99.9%	31.7 MB	133.3 MB	323.4 MB	276.5 MB
19	41/7e7fb6	1444975	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-14 12:21:05.478	7.1s	6s	99.9%	31.4 MB	133.4 MB	327.6 MB	281.9 MB
20	dc/75faff	1445379	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-14 12:21:06.419	7.4s	6.1s	100.0%	31.6 MB	133.3 MB	324.9 MB	278.1 MB
21	ba/320a1a	1445711	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-14 12:21:07.286	13.3s	6.1s	100.0%	31.5 MB	133.3 MB	328.2 MB	280.7 MB
22	3c/660b24	1447018	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-14 12:21:20.575	30.7s	10.6s	932.5%	1.4 GB	4.2 GB	2.7 GB	3.6 GB
23	ab/b2e63d	1447933	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-14 12:21:57.385	20.8s	17.2s	99.4%	41.6 MB	145.3 MB	374.4 MB	699.5 MB
25	af/038613	1451542	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER_STATS (barcode02)	COMPLETED	0	2025-07-14 12:22:18.462	2.6s	1.4s	236.7%	97.3 MB	1.5 GB	30.8 MB	175 KB
