sample	target	metric	count	percent
barcode72	lpa5104	reads_found	61761	100.00
barcode72	lpa5104	reads_unmapped	0	0.00
barcode72	lpa5104	reads_secondary	0	0.00
barcode72	lpa5104	reads_supplementary	3250	5.26
barcode72	lpa5104	reads_on_target	58511	94.74
barcode72	lpa5104	reads_concatamer	3095	5.01
barcode72	lpa5104	reads_short	6399	10.36
barcode72	lpa5104	reads_long	6	0.01
barcode72	lpa5104	reads_filtered	49011	79.36
