sample	target	metric	count	percent
barcode70	lpa5104	reads_found	185129	100.00
barcode70	lpa5104	reads_unmapped	0	0.00
barcode70	lpa5104	reads_secondary	0	0.00
barcode70	lpa5104	reads_supplementary	11055	5.97
barcode70	lpa5104	reads_on_target	174074	94.03
barcode70	lpa5104	reads_concatamer	10505	5.67
barcode70	lpa5104	reads_short	18759	10.13
barcode70	lpa5104	reads_long	38	0.02
barcode70	lpa5104	reads_filtered	144772	78.20
