cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
10006_sub0	1	17	7	10	7	10	0	0
10029_sub0	1	12	5	7	5	7	0	0
1004_sub2	1	24	11	13	10	10	1	3
10048_sub1	1	14	10	4	10	4	0	0
1005_sub1	1	25	10	15	10	10	0	5
10053_sub0	1	11	8	3	8	3	0	0
1006_sub2	1	27	16	11	10	10	6	1
10065_sub0	1	11	4	7	4	7	0	0
10068_sub0	1	16	6	10	6	10	0	0
10077_sub0	1	7	5	2	5	2	0	0
10092_sub1	1	23	11	12	10	10	1	2
1010_sub1	1	14	9	5	9	5	0	0
10109_sub0	1	8	5	3	5	3	0	0
10110_sub1	1	10	8	2	8	2	0	0
10111_sub0	1	9	5	4	5	4	0	0
10116_sub0	1	6	1	5	1	5	0	0
1012_sub0	1	20	12	8	12	8	0	0
10140_sub0	1	12	7	5	7	5	0	0
10145_sub0	1	11	5	6	5	6	0	0
10152_sub1	1	21	9	12	9	11	0	1
10157_sub0	1	10	4	6	4	6	0	0
10166_sub0	1	18	10	8	10	8	0	0
1018_sub1	1	19	11	8	11	8	0	0
10182_sub0	1	16	9	7	9	7	0	0
10184_sub0	1	11	6	5	6	5	0	0
10189_sub0	1	13	7	6	7	6	0	0
10205_sub1	1	6	5	1	5	1	0	0
10209_sub0	1	20	6	14	6	14	0	0
10217_sub0	1	13	6	7	6	7	0	0
10218_sub0	1	10	3	7	3	7	0	0
1022_sub2	1	24	13	11	10	10	3	1
10230_sub0	1	12	6	6	6	6	0	0
10231_sub0	1	22	10	12	10	10	0	2
10249_sub0	1	8	4	4	4	4	0	0
1026_sub1	1	10	4	6	4	6	0	0
10263_sub1	1	7	2	5	2	5	0	0
10270_sub0	1	9	6	3	6	3	0	0
10286_sub1	1	9	4	5	4	5	0	0
10291_sub0	1	19	7	12	7	12	0	0
10294_sub0	1	13	6	7	6	7	0	0
10298_sub0	1	8	3	5	3	5	0	0
103_sub2	1	19	15	4	15	4	0	0
10320_sub0	1	17	9	8	9	8	0	0
10324_sub0	1	15	9	6	9	6	0	0
10329_sub0	1	15	2	13	2	13	0	0
10383_sub0	1	12	10	2	10	2	0	0
10392_sub0	1	15	7	8	7	8	0	0
1040_sub1	1	17	7	10	7	10	0	0
1041_sub1	1	12	5	7	5	7	0	0
10418_sub0	1	9	3	6	3	6	0	0
10421_sub0	1	6	2	4	2	4	0	0
10422_sub0	1	10	5	5	5	5	0	0
10425_sub1	1	19	14	5	14	5	0	0
1045_sub0	1	13	7	6	7	6	0	0
10452_sub0	1	8	5	3	5	3	0	0
1046_sub1	1	14	8	6	8	6	0	0
10489_sub0	1	9	6	3	6	3	0	0
105_sub1	1	35	20	15	10	10	10	5
1051_sub0	1	11	5	6	5	6	0	0
10510_sub0	1	20	12	8	12	8	0	0
1053_sub2	1	14	8	6	8	6	0	0
10543_sub0	1	10	6	4	6	4	0	0
10549_sub2	1	6	3	3	3	3	0	0
10560_sub0	1	12	7	5	7	5	0	0
10578_sub0	1	8	5	3	5	3	0	0
10594_sub0	1	12	4	8	4	8	0	0
106_sub2	1	8	3	5	3	5	0	0
10607_sub0	1	6	3	3	3	3	0	0
10620_sub2	1	16	7	9	7	9	0	0
10672_sub0	1	13	8	5	8	5	0	0
10675_sub0	1	11	6	5	6	5	0	0
1070_sub4	1	10	4	6	4	6	0	0
10713_sub0	1	10	4	6	4	6	0	0
1072_sub2	1	19	10	9	10	9	0	0
10720_sub0	1	20	7	13	7	13	0	0
10725_sub0	1	6	6	0	6	0	0	0
10726_sub0	1	7	5	2	5	2	0	0
1073_sub0	1	15	8	7	8	7	0	0
10744_sub0	1	18	6	12	6	12	0	0
10745_sub0	1	17	8	9	8	9	0	0
10757_sub0	1	10	6	4	6	4	0	0
10763_sub0	1	14	8	6	8	6	0	0
1077_sub1	1	9	3	6	3	6	0	0
10772_sub0	1	12	5	7	5	7	0	0
10781_sub0	1	9	4	5	4	5	0	0
10791_sub0	1	8	4	4	4	4	0	0
10792_sub1	1	6	4	2	4	2	0	0
10796_sub0	1	20	11	9	11	9	0	0
108_sub1	1	6	3	3	3	3	0	0
10818_sub0	1	8	3	5	3	5	0	0
10843_sub1	1	16	9	7	9	7	0	0
1085_sub1	1	22	7	15	7	13	0	2
10866_sub0	1	14	7	7	7	7	0	0
10869_sub0	1	8	4	4	4	4	0	0
10876_sub0	1	14	7	7	7	7	0	0
10882_sub0	1	17	5	12	5	12	0	0
10901_sub0	1	16	6	10	6	10	0	0
10902_sub0	1	16	7	9	7	9	0	0
10904_sub0	1	15	9	6	9	6	0	0
10941_sub1	1	11	6	5	6	5	0	0
10951_sub0	1	17	7	10	7	10	0	0
10959_sub0	1	16	8	8	8	8	0	0
10977_sub0	1	7	0	7	0	7	0	0
10981_sub1	1	15	10	5	10	5	0	0
10982_sub2	1	15	6	9	6	9	0	0
10997_sub0	1	7	3	4	3	4	0	0
110_sub1	1	23	9	14	9	11	0	3
1102_sub2	1	7	4	3	4	3	0	0
11036_sub0	1	15	9	6	9	6	0	0
11045_sub1	1	7	2	5	2	5	0	0
11047_sub0	1	21	9	12	9	11	0	1
11065_sub0	1	7	2	5	2	5	0	0
11069_sub0	1	8	3	5	3	5	0	0
1107_sub1	1	13	7	6	7	6	0	0
11078_sub1	1	20	14	6	14	6	0	0
11083_sub0	1	20	8	12	8	12	0	0
111_sub1	1	21	10	11	10	10	0	1
11102_sub0	1	13	8	5	8	5	0	0
11103_sub0	1	13	4	9	4	9	0	0
11112_sub0	1	9	6	3	6	3	0	0
11121_sub1	1	9	7	2	7	2	0	0
11152_sub1	1	7	2	5	2	5	0	0
1117_sub2	1	23	8	15	8	12	0	3
11181_sub0	1	12	8	4	8	4	0	0
11205_sub0	1	9	5	4	5	4	0	0
1123_sub1	1	17	11	6	11	6	0	0
11231_sub1	1	6	5	1	5	1	0	0
1125_sub1	1	19	11	8	11	8	0	0
1126_sub1	1	19	10	9	10	9	0	0
1127_sub2	1	13	6	7	6	7	0	0
11281_sub0	1	6	2	4	2	4	0	0
11294_sub0	1	11	5	6	5	6	0	0
11297_sub0	1	22	13	9	11	9	2	0
11298_sub0	1	6	2	4	2	4	0	0
1131_sub1	1	14	8	6	8	6	0	0
11313_sub1	1	20	9	11	9	11	0	0
11328_sub0	1	28	13	15	10	10	3	5
