sample	target	n_cluster	task_index
barcode70	lpa5104	149	45
barcode67	lpa5104	281	46
barcode71	lpa5104	272	47
barcode72	lpa5104	81	48
barcode68	lpa5104	367	49
barcode69	lpa5104	85	50
barcode66	lpa5104	245	51
barcode65	lpa5104	284	52
