log_file	region	median_depth
barcode02_combined_clusters_159.log	3845_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_15.log	1082_sub1:0.0-5103.0	19.0
barcode02_combined_clusters_15.log	10829_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_15.log	10838_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_15.log	1083_sub2:0.0-5103.0	13.0
barcode02_combined_clusters_15.log	10854_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_15.log	1085_sub2:0.0-5103.0	22.0
barcode02_combined_clusters_15.log	10860_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_15.log	10868_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_15.log	10872_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_15.log	1088_sub1:0.0-5103.0	18.0
barcode02_combined_clusters_160.log	3857_sub2:0.0-5103.0	12.0
barcode02_combined_clusters_160.log	3858_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_160.log	3866_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_160.log	3875_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_160.log	38676_sub1:0.0-5103.0	6.0
barcode02_combined_clusters_160.log	3883_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_160.log	3882_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_160.log	3892_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_160.log	3893_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_160.log	3897_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_161.log	3904_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_161.log	39016_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_161.log	3905_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_161.log	3908_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_161.log	3909_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_161.log	3921_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_161.log	3919_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_161.log	3942_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_161.log	3944_sub0:0.0-5103.0	22.0
barcode02_combined_clusters_161.log	39486_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_162.log	3963_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_162.log	39643_sub0:0.0-5101.0	11.0
barcode02_combined_clusters_162.log	3972_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_162.log	3964_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_162.log	39843_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_162.log	3978_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_162.log	398_sub2:0.0-5103.0	6.0
barcode02_combined_clusters_162.log	4004_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_162.log	3997_sub1:0.0-5103.0	18.0
barcode02_combined_clusters_162.log	4005_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_163.log	4012_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_163.log	40249_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_163.log	4033_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_163.log	4024_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_163.log	4039_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_163.log	4047_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_163.log	4053_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_163.log	4056_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_163.log	4070_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_163.log	4063_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_164.log	4076_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_164.log	4071_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_164.log	4079_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_164.log	4084_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_164.log	4100_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_164.log	4095_sub1:0.0-5103.0	12.0
barcode02_combined_clusters_164.log	4112_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_164.log	410_sub1:0.0-5103.0	9.0
barcode02_combined_clusters_164.log	41210_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_164.log	4126_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_165.log	4129_sub0:0.0-5103.0	20.0
barcode02_combined_clusters_165.log	4130_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_165.log	4133_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_165.log	4136_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_165.log	4145_sub1:0.0-5103.0	14.0
barcode02_combined_clusters_165.log	41494_sub1:0.0-5103.0	8.0
barcode02_combined_clusters_165.log	4150_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_165.log	4158_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_165.log	41649_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_165.log	4167_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_166.log	4172_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_166.log	4173_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_166.log	4175_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_166.log	4177_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_166.log	41785_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_166.log	4184_sub0:0.0-5103.0	22.0
barcode02_combined_clusters_166.log	41962_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_166.log	4204_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_166.log	4206_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_166.log	4212_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_167.log	4215_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_167.log	4221_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_167.log	4225_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_167.log	4223_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_167.log	4229_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_167.log	4234_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_167.log	4236_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_167.log	4239_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_167.log	4257_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_167.log	4243_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_168.log	4281_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_168.log	4284_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_168.log	4285_sub1:0.0-5103.0	12.0
barcode02_combined_clusters_168.log	4286_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_168.log	4297_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_168.log	4299_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_168.log	4300_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_168.log	4303_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_168.log	430_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_168.log	4304_sub0:0.0-5103.0	26.0
barcode02_combined_clusters_169.log	4310_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_169.log	4314_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_169.log	4316_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_169.log	4321_sub0:0.0-5103.0	24.0
barcode02_combined_clusters_169.log	43302_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_169.log	4330_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_169.log	4336_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_169.log	4343_sub1:0.0-5103.0	15.0
barcode02_combined_clusters_169.log	4351_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_169.log	434_sub1:0.0-5103.0	15.0
barcode02_combined_clusters_16.log	10910_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_16.log	10916_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_16.log	10919_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_16.log	10927_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_16.log	10938_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_16.log	10940_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_16.log	10941_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_16.log	10944_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_16.log	10965_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_16.log	10967_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_170.log	4361_sub0:0.0-5103.0	22.0
barcode02_combined_clusters_170.log	43668_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_170.log	4386_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_170.log	4368_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_170.log	4390_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_170.log	4395_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_170.log	439_sub1:0.0-5103.0	8.0
barcode02_combined_clusters_170.log	4398_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_170.log	43_sub1:0.0-5103.0	15.0
barcode02_combined_clusters_170.log	4402_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_171.log	4412_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_171.log	44140_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_171.log	44149_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_171.log	4421_sub1:0.0-5103.0	12.0
barcode02_combined_clusters_171.log	4420_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_171.log	4427_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_171.log	4435_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_171.log	4429_sub1:0.0-5103.0	24.0
barcode02_combined_clusters_171.log	4446_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_171.log	4454_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_172.log	4455_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_172.log	4457_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_172.log	4466_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_172.log	4469_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_172.log	4481_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_172.log	4485_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_172.log	4487_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_172.log	4488_sub1:0.0-5103.0	8.0
barcode02_combined_clusters_172.log	4521_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_172.log	4527_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_173.log	4533_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_173.log	4542_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_173.log	45462_sub1:0.0-5103.0	6.0
barcode02_combined_clusters_173.log	4544_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_173.log	4554_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_173.log	4557_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_173.log	4564_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_173.log	4561_sub0:0.0-5103.0	23.0
barcode02_combined_clusters_173.log	4570_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_173.log	4567_sub0:0.0-5103.0	20.0
barcode02_combined_clusters_174.log	4576_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_174.log	45721_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_174.log	4588_sub1:0.0-5103.0	12.0
barcode02_combined_clusters_174.log	4600_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_174.log	4606_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_174.log	4611_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_174.log	4608_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_174.log	4622_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_174.log	4620_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_174.log	4623_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_175.log	4640_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_175.log	4644_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_175.log	4652_sub1:0.0-5103.0	8.0
barcode02_combined_clusters_175.log	4645_sub0:0.0-5103.0	22.0
barcode02_combined_clusters_175.log	4656_sub1:0.0-5103.0	9.0
barcode02_combined_clusters_175.log	4659_sub0:0.0-5103.0	30.0
barcode02_combined_clusters_175.log	4661_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_175.log	4667_sub1:0.0-5103.0	22.0
barcode02_combined_clusters_175.log	4674_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_175.log	4681_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_176.log	4683_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_176.log	4688_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_176.log	4689_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_176.log	4690_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_176.log	4695_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_176.log	4705_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_176.log	4709_sub0:0.0-5103.0	23.0
barcode02_combined_clusters_176.log	47118_sub1:0.0-5103.0	8.0
barcode02_combined_clusters_176.log	4713_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_176.log	47163_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_177.log	4717_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_177.log	4718_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_177.log	471_sub2:0.0-5103.0	7.0
barcode02_combined_clusters_177.log	4740_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_177.log	4743_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_177.log	4744_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_177.log	47483_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_177.log	47624_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_177.log	4749_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_177.log	4763_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_178.log	4768_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_178.log	4783_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_178.log	47872_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_178.log	478_sub0:0.0-5103.0	25.0
barcode02_combined_clusters_178.log	4799_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_178.log	4800_sub0:0.0-5103.0	24.0
barcode02_combined_clusters_178.log	480_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_178.log	4811_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_178.log	4815_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_178.log	48209_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_179.log	4825_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_179.log	4834_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_179.log	4838_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_179.log	4844_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_179.log	4846_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_179.log	4854_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_179.log	4857_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_179.log	4861_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_179.log	4865_sub1:0.0-5103.0	6.0
barcode02_combined_clusters_179.log	48671_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_17.log	10969_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_17.log	10975_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_17.log	10981_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_17.log	10980_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_17.log	10997_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_17.log	11007_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_17.log	11029_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_17.log	11022_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_17.log	11049_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_17.log	11043_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_180.log	4867_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_180.log	4869_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_180.log	486_sub1:0.0-5103.0	6.0
barcode02_combined_clusters_180.log	4875_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_180.log	4882_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_180.log	4889_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_180.log	4903_sub1:0.0-5103.0	14.0
barcode02_combined_clusters_180.log	4908_sub0:0.0-5103.0	24.0
barcode02_combined_clusters_180.log	4909_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_180.log	4911_sub0:0.0-5103.0	23.0
barcode02_combined_clusters_181.log	4922_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_181.log	49151_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_181.log	4928_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_181.log	4923_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_181.log	4930_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_181.log	4934_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_181.log	4943_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_181.log	4944_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_181.log	4947_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_181.log	4959_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_182.log	4967_sub1:0.0-5103.0	18.0
barcode02_combined_clusters_182.log	4966_sub0:0.0-5103.0	25.0
barcode02_combined_clusters_182.log	4969_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_182.log	4979_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_182.log	4987_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_182.log	4997_sub0:0.0-5103.0	24.0
barcode02_combined_clusters_182.log	4992_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_182.log	5011_sub2:0.0-5103.0	8.0
barcode02_combined_clusters_182.log	5005_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_182.log	5014_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_183.log	5016_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_183.log	50199_sub1:0.0-5103.0	15.0
barcode02_combined_clusters_183.log	5025_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_183.log	5026_sub1:0.0-5103.0	9.0
barcode02_combined_clusters_183.log	5029_sub0:0.0-5103.0	27.0
barcode02_combined_clusters_183.log	50398_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_183.log	50402_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_183.log	5047_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_183.log	5058_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_183.log	5060_sub0:0.0-5103.0	20.0
barcode02_combined_clusters_184.log	5062_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_184.log	5075_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_184.log	5077_sub0:0.0-5103.0	20.0
barcode02_combined_clusters_184.log	5076_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_184.log	5081_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_184.log	5087_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_184.log	5092_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_184.log	5093_sub1:0.0-5103.0	17.0
barcode02_combined_clusters_184.log	50941_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_184.log	5096_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_185.log	50984_sub1:0.0-5103.0	6.0
barcode02_combined_clusters_185.log	5099_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_185.log	5109_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_185.log	5114_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_185.log	5121_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_185.log	5116_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_185.log	5146_sub1:0.0-5103.0	18.0
barcode02_combined_clusters_185.log	5141_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_185.log	5148_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_185.log	5150_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_186.log	5169_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_186.log	5164_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_186.log	516_sub1:0.0-5103.0	24.0
barcode02_combined_clusters_186.log	51714_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_186.log	5175_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_186.log	5179_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_186.log	5184_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_186.log	5216_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_186.log	5217_sub0:0.0-5103.0	25.0
barcode02_combined_clusters_186.log	5190_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_187.log	5219_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_187.log	5221_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_187.log	5227_sub0:0.0-5103.0	22.0
barcode02_combined_clusters_187.log	5229_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_187.log	5245_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_187.log	5231_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_187.log	5247_sub1:0.0-5103.0	14.0
barcode02_combined_clusters_187.log	5251_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_187.log	5250_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_187.log	5258_sub1:0.0-5103.0	18.0
barcode02_combined_clusters_188.log	5262_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_188.log	5260_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_188.log	5263_sub1:0.0-5103.0	15.0
barcode02_combined_clusters_188.log	5273_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_188.log	5275_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_188.log	5278_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_188.log	5276_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_188.log	527_sub1:0.0-5103.0	23.0
barcode02_combined_clusters_188.log	5293_sub0:0.0-5103.0	26.0
barcode02_combined_clusters_188.log	5297_sub0:0.0-5103.0	12.0
barcode02_combined_clusters_189.log	5313_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_189.log	5311_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_189.log	5329_sub0:0.0-5103.0	20.0
barcode02_combined_clusters_189.log	5326_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_189.log	532_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_189.log	5340_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_189.log	5342_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_189.log	5344_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_189.log	5359_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_189.log	5372_sub1:0.0-5103.0	10.0
barcode02_combined_clusters_18.log	11060_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_18.log	1104_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_18.log	11062_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_18.log	11072_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_18.log	11084_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_18.log	11091_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_18.log	110_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_18.log	11100_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_18.log	11113_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_18.log	11122_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_190.log	539_sub1:0.0-5103.0	23.0
barcode02_combined_clusters_190.log	5373_sub0:0.0-5103.0	21.0
barcode02_combined_clusters_190.log	5402_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_190.log	5408_sub0:0.0-5103.0	6.0
barcode02_combined_clusters_190.log	5410_sub1:0.0-5103.0	14.0
barcode02_combined_clusters_190.log	5409_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_190.log	5413_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_190.log	54258_sub1:0.0-5103.0	8.0
barcode02_combined_clusters_190.log	5425_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_190.log	5427_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_191.log	5435_sub0:0.0-5103.0	17.0
barcode02_combined_clusters_191.log	5432_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_191.log	5465_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_191.log	5470_sub0:0.0-5103.0	15.0
barcode02_combined_clusters_191.log	5474_sub1:0.0-5103.0	13.0
barcode02_combined_clusters_191.log	5477_sub0:0.0-5103.0	24.0
barcode02_combined_clusters_191.log	5492_sub0:0.0-5103.0	13.0
barcode02_combined_clusters_191.log	55024_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_191.log	5503_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_191.log	5512_sub0:0.0-5103.0	22.0
barcode02_combined_clusters_192.log	5520_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_192.log	5513_sub1:0.0-5103.0	7.0
barcode02_combined_clusters_192.log	5546_sub0:0.0-5103.0	8.0
barcode02_combined_clusters_192.log	5558_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_192.log	555_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_192.log	5561_sub0:0.0-5103.0	20.0
barcode02_combined_clusters_192.log	55807_sub0:0.0-5103.0	18.0
barcode02_combined_clusters_192.log	557_sub1:0.0-5103.0	11.0
barcode02_combined_clusters_192.log	5581_sub0:0.0-5103.0	7.0
barcode02_combined_clusters_192.log	5595_sub0:0.0-5103.0	25.0
barcode02_combined_clusters_193.log	5596_sub1:0.0-5103.0	14.0
barcode02_combined_clusters_193.log	5612_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_193.log	5616_sub1:0.0-5103.0	6.0
barcode02_combined_clusters_193.log	5622_sub0:0.0-5103.0	9.0
barcode02_combined_clusters_193.log	5624_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_193.log	5651_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_193.log	5653_sub1:0.0-5103.0	18.0
barcode02_combined_clusters_193.log	5661_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_193.log	5668_sub0:0.0-5103.0	19.0
barcode02_combined_clusters_193.log	5670_sub0:0.0-5103.0	10.0
barcode02_combined_clusters_194.log	5704_sub0:0.0-5103.0	14.0
barcode02_combined_clusters_194.log	569_sub1:0.0-5103.0	16.0
barcode02_combined_clusters_194.log	5719_sub1:0.0-5103.0	21.0
barcode02_combined_clusters_194.log	5722_sub0:0.0-5103.0	11.0
barcode02_combined_clusters_194.log	572_sub1:0.0-5103.0	20.0
barcode02_combined_clusters_194.log	5738_sub0:0.0-5103.0	24.0
barcode02_combined_clusters_194.log	5739_sub0:0.0-5103.0	16.0
barcode02_combined_clusters_194.log	5745_sub0:0.0-5103.0	13.0
